,bottle,transistor,metal_nut
0,0.00034096434395998926,0.0010397099338212608,0.0022979242681296177
1,0.00047868731296289246,-0.0009201997611634204,0.0023587947438038492
2,0.000333988381646555,0.0031301040794449913,0.004629338796381869
3,0.0024278384879270845,0.0027176267378452947,0.010225475129255607
4,0.0003409395510557781,0.0027807262930057046,0.006343806179170593
5,0.0007106770428600971,0.008600956892945414,0.0009560287318709874
6,0.00016068750313354602,-0.000951922957542169,0.0018981228469168905
7,0.0006847539167009012,0.004871021861423963,0.0033549888706178033
8,0.0008727567950828814,0.007177333487236888,0.007398948865434536
9,0.00011185562478777111,0.0021873909271450756,0.0017207596478021243
10,0.0033119626665302953,0.0010580752058061045,0.0030993668983753477
11,0.001153935061586564,0.004034142210528483,0.005842670639983745
12,0.001161467789746018,0.004352664710024415,0.004768010886832244
13,0.0007643060764086125,-0.0004392486332090254,0.0009388752474572455
14,0.0043586523459558935,0.003785820905857699,0.017593532903059872
15,0.0005169350461528369,0.0004667602740774009,0.0011459686711844015
16,0.0002215469084763111,0.002098838809209469,0.0016447628816906494
17,0.0008974473836098618,0.0027402900827632193,0.002038833538414016
18,0.0008933097949156421,0.00222361055757736,0.0022368292557851666
19,0.0004411492588867564,0.0017551827863336498,0.002678531147359201
20,0.0010992519825924196,0.015103980784112014,0.005730079132058474
21,0.004458386690612862,0.0028824647924217497,0.0009429153865788316
22,0.0006916260498435559,0.0017316244139243078,0.004225424558501315
23,0.0014442511062222605,0.0020541752830977034,0.0006504876592342186
24,0.00021858407698649438,0.00020116577693648127,0.0035338576979371625
25,0.0021322019947537982,0.00018282209408360114,0.003090490291559167
26,0.001465552584182572,0.000598813352141662,0.010868499034875226
27,0.00041735032855416687,0.00039198722219106286,0.0009569977699912153
28,0.0012632073159276243,0.005126680179955026,0.002643031379221801
29,0.0004942327649242554,0.010524779095857435,0.0024891828972810983
30,0.0010840296829331593,0.0038849399239220626,0.00267852347010078
31,0.0005690171279070603,0.0019558280472494007,0.00094796320777261
32,0.0005886522969348699,0.0021581642593784256,0.0025129027215828508
33,0.00014901986207386622,0.0005770432575610274,0.0014175960362411422
34,0.00027374280345782154,0.0011750621632860003,0.0007502366021998977
35,6.0404595611703485e-05,-0.0003401176650627372,0.0005075277661578115
36,0.0008963334171013803,0.0010678932585147145,0.003929461479908025
37,0.0004911234420723979,0.0020473565327337644,0.003720184712921274
38,0.0008363892838355961,0.002266509025878697,0.0014750873749900988
39,0.0005256221369490666,0.0033375130793931542,0.0029573188279563936
40,0.00035512814966602113,0.005845898600604841,0.0035752634616739902
41,0.0016304764713436226,0.0013316054495510579,0.0010948353857251532
42,0.0011617791434687477,0.000831257663933808,0.0012850033188516186
43,0.0026600259590042006,0.003080782230043118,0.005396533116657479
44,0.008439176337270241,0.0021930040795297883,0.0031351628250750143
45,0.0004974083554880604,-0.00060272385188657,0.0008667754967577322
46,0.0004938175903925757,0.011663686074318075,0.003547567805609127
47,0.0006325573193233975,-0.00014778533892304915,0.003424516034300199
48,0.0008044286548676283,0.0018867832459049658,0.0019455414374683526
49,0.0009911435397858732,0.00023811009865622635,0.0033500322359423977
50,0.0016012201169038898,0.001189342262480871,0.0023318514690729244
51,0.01050408404337122,0.0006574931907264991,0.004930720503499371
52,0.000378797069855404,0.0016752089988420296,0.0020214425292799376
53,0.0009659457043263615,0.0014779064332603638,0.001880911811832586
54,0.0004982929980850888,-0.0002229851710899844,0.0014046703247464487
55,0.0006867676607665111,-0.00041255118491475185,0.0015093738261006129
56,0.0015020558167209153,0.010826367868581488,0.0016521540202977247
57,0.003906566748883973,0.002196042720607916,0.011394539720539165
58,0.0020584926403905595,0.004576597462637869,0.0033052027451428248
59,0.0009252720460837249,0.0026145785635740917,0.001512376894934886
60,0.00588249737935853,0.002349062765840311,0.004546309063662268
61,0.00043872432053312,0.00010702450916733051,0.0033262507133994257
62,-3.728285858091891e-05,0.003902520907791122,0.002354863464654855
63,0.0010579800084393372,0.004227560772783116,0.004602786428939594
64,0.00020748812768652442,0.0002816836222563716,0.0005144573887122157
65,4.0889879125279485e-05,0.01266159122098546,0.002509313221772354
66,0.0003285579496118037,0.0022187652820575554,0.004874462911940195
67,-3.076953269605849e-05,0.003064389935591956,0.001358381634519327
68,9.300956414766877e-05,0.0005039756154631887,0.0004952371683133079
69,0.0015779296208874674,0.0020603265987170953,0.0028461258368468094
70,0.0001053602099992575,0.0007097213088183747,0.0009470695763902358
71,0.0006994095333524945,-0.0006335273746440606,0.0007931935648864592
72,0.0017565202515631797,0.006542557965301083,0.0032520264233876954
73,-0.00010365159007337994,0.0011750640135741082,0.0002488670104446866
74,0.00023815309536841706,0.0028565972166130584,0.0016237399014217648
75,0.00016639053168661838,-1.3211788202349695e-06,0.0008620192813043973
76,7.788952163019965e-05,-0.0005311132860517468,0.00024940515399185514
77,0.00022986240673624386,0.003162300503454229,0.002837913661852635
78,0.0006997597780693161,0.005797615296691205,0.0005668585350052657
79,0.0003204969611747913,0.000847340353264725,0.00030955842013191676
80,0.0007784066079473684,0.0014217906990259634,0.00597753132808602
81,0.00041977747443796193,0.0003204837536628924,0.002135794208177999
82,0.0009336119442407235,0.0013656201874882403,0.004288118619453329
83,0.0001823102937874947,0.003096567571498158,0.011423069083344523
84,3.061152705770749e-05,0.00021449301433910478,0.0008135972212917064
85,0.0003676039975933539,0.009653513142850678,0.00346516576944252
86,0.00012254479485984682,0.0009959978580171465,0.0009631346762116003
87,0.004529536129536585,0.0150055375673123,0.02020752059319142
88,0.0002663026661341439,0.0004794937810958706,0.002028125641544605
89,0.0005327284856893044,0.002092594935305965,0.010795625892319156
90,0.00015171003015042778,0.0018470606105946603,0.0007720235159628754
91,-3.448911218924729e-05,0.0002787079641068206,0.0003947737700205807
92,0.0004505559125110488,-0.000983660846524496,0.0018212453274050187
93,0.000252738012524197,0.0007855115510894869,0.0018392598279858654
94,0.0013299258907678209,0.0009670794643333127,0.001904933550764228
95,0.009793752713101789,0.0031910416205254886,0.011678916482809238
96,0.00020611127277484856,-0.0005006321229693947,0.0030390327226054907
97,0.0008811537963571148,5.2476817286780276e-05,0.0014249294840908977
98,0.0001313468110103096,0.0025737140591788332,0.0011856282175970085
99,-1.545963422922014e-05,0.0075853264838192285,0.00044705068681483157
